entity_label,start_position,end_position,correct_prediction,candidates,matching_candidate_index
London,0,6,True,"[[""London"", 0.789, 1.0, 1.0, 0.296], [""Greater London"", 0.711, 0.6, 0.381, 0.223], [""London, Ontario"", 0.789, 0.57, 0.186, 0.33], [""University of London"", 0.785, 0.46, 0.242, 0.291], [""London Underground"", 0.763, 0.5, 0.0, 0.233], [""University College London"", 0, 0.39, 0.206, 0.219], [""List of bus routes in London"", 0, 0.35, 0.153, 0.292], [""London School of Economics"", 0, 0.38, 0.241, 0.172], [""King's College London"", 0, 0.44, 0.116, 0.045], [""Imperial College London"", 0, 0.41, 0.115, 0.063]]",0
AFP,13,16,False,"[[""AFC Wimbledon"", 0.706, 0.25, 0.806, 0.238], [""AFC Ajax"", 0.706, 0.36, 0.937, -0.016], [""Sunderland A.F.C."", 0.706, 0.2, 1.0, -0.05], [""Alpha-fetoprotein"", 0.893, 0.1, 0.345, 0.125], [""Armed Forces of the Philippines"", 0.702, 0.18, 0.463, 0.081], [""Agence France-Presse"", 0.662, 0.26, 0.356, 0.112], [""AFP"", 0, 1.0, 0.056, 0.074], [""AFP-L3"", 0, 0.67, 0.0, 0.074], [""Armed Forces of the Philippines Medal of Valor"", 0, 0.12, 0.423, -0.103], [""AFP Visayas Command"", 0, 0.27, 0.0, 0.074]]",5
Baghdad,115,122,True,"[[""Baghdad"", 0.847, 1.0, 1.0, 0.294], [""Al-Quwa Al-Jawiya"", 0.915, 0.17, 0.812, 0.243], [""Amanat Baghdad SC"", 0.915, 0.58, 0.322, 0.265], [""University of Baghdad"", 0.865, 0.5, 0.476, 0.233], [""Baghdad Governorate"", 0.857, 0.54, 0.271, 0.253], [""Baghdad International Airport"", 0.845, 0.39, 0.214, 0.416], [""Berlin\u2013Baghdad railway"", 0.847, 0.48, 0.113, 0.318], [""Siege of Baghdad (1258)"", 0.945, 0.47, 0.0, 0.262], [""Embassy of the United States, Baghdad"", 0.858, 0.32, 0.125, 0.212], [""Baghdad Battery"", 0, 0.64, 0.038, 0.118]]",0
Riyadh,156,162,True,"[[""Riyadh"", 0.848, 1.0, 1.0, 0.456], [""Al-Riyadh SC"", 0.916, 0.67, 0.687, 0.387], [""Prince Faisal bin Fahd Stadium"", 0.864, 0.17, 0.399, 0.387], [""King Saud University"", 0.866, 0.23, 0.456, 0.237], [""American International School \u2013 Riyadh"", 0.884, 0.27, 0.035, 0.252], [""Al Shabab FC (Riyadh)"", 0, 0.44, 0.622, 0.074], [""2020 G20 Riyadh summit"", 0, 0.43, 0.283, 0.392], [""Riyadh Province"", 0, 0.57, 0.399, 0.074], [""2012 Riyadh truck crash"", 0, 0.41, 0.035, 0.491], [""2017 Riyadh summit"", 0, 0.5, 0.0, 0.406]]",0
RIYADH INTERNATIONAL AIRPORT,355,383,False,"[[""England national football team"", 0.848, 0.48, 0.858, 0.076], [""Scotland national football team"", 0.848, 0.47, 0.806, 0.058], [""Riyadh"", 0.827, 0.35, 0.488, 0.456], [""King Khalid International Airport"", 0.747, 0.82, 0.0, 0.47], [""Toronto"", 0.827, 0.23, 0.941, 0.023], [""Illinois"", 0.845, 0.22, 1.0, -0.064], [""Karachi"", 0.827, 0.23, 0.712, 0.224], [""Seoul"", 0.827, 0.18, 0.781, 0.202], [""Chicago"", 0.827, 0.23, 0.891, 0.04], [""Kingston, Jamaica"", 0.827, 0.31, 0.599, 0.085]]",3
Chicago O'Hare,488,502,False,"[[""Chicago"", 0.82, 0.67, 0.875, 0.261], [""Chicago Bears"", 0.813, 0.74, 0.656, 0.07], [""Illinois"", 0.836, 0.18, 1.0, 0.232], [""Malaysia"", 0.835, 0.18, 0.868, -0.048], [""House music"", 0.851, 0.16, 0.672, -0.01], [""O'Hare International Airport"", 0.744, 0.24, 0.083, 0.378], [""University of Chicago"", 0, 0.4, 0.662, 0.055], [""List of minor planets: 4001\u20135000"", 0, 0.26, 0.55, -0.008], [""List of shipwrecks in the Great Lakes"", 0, 0.27, 0.377, 0.045], [""Coprophilia"", 0, 0.32, 0.0, 0.034]]",5
La Guardia,507,517,True,"[[""LaGuardia Airport"", 0.747, 0.67, 1.0, 0.406], [""Fiorello La Guardia"", 0.915, 0.69, 0.614, 0.062], [""La Guardia de Ja\u00e9n"", 0.833, 0.71, 0.224, 0.114], [""Ernesto de la Guardia"", 0.901, 0.58, 0.224, -0.034], [""Holy Child of La Guardia"", 0.918, 0.59, 0.093, -0.007], [""Norris\u2013La Guardia Act"", 0, 0.65, 0.474, 0.062], [""La Guardia"", 0, 1.0, 0.0, 0.062], [""Civil Guard (Spain)"", 0, 0.48, 0.448, -0.032], [""La Guardia, Spain"", 0, 0.74, 0.093, 0.004], [""Pon\u00e7 de la Gu\u00e0rdia"", 0, 0.57, 0.165, -0.048]]",0
New York,521,529,True,"[[""New York City"", 0.828, 0.76, 0.975, 0.274], [""New York (state)"", 0.735, 0.67, 1.0, 0.23], [""New York Jets"", 0.863, 0.76, 0.263, 0.244], [""New York Giants"", 0.863, 0.7, 0.308, 0.183], [""Buffalo, New York"", 0.828, 0.64, 0.24, 0.227], [""New York Rangers"", 0.838, 0.67, 0.187, 0.195], [""Rochester, New York"", 0.828, 0.59, 0.128, 0.221], [""Syracuse, New York"", 0.828, 0.62, 0.053, 0.254], [""New York"", 0, 1.0, 0.0, 0.062], [""New York University"", 0, 0.59, 0.273, 0.187]]",0
Los Angeles International,578,603,False,"[[""Los Angeles"", 0.836, 0.61, 0.899, 0.175], [""Los Angeles International Airport"", 0.775, 0.86, 0.352, 0.264], [""California"", 0.807, 0.29, 1.0, 0.103], [""Aviation/LAX station"", 0.774, 0.4, 0.199, 0.262], [""UCLA School of Law"", 0.718, 0.28, 0.364, 0.079], [""International Bilingual School"", 0.718, 0.47, 0.117, -0.003], [""LA Auto Show"", 0.733, 0.27, 0.171, 0.123], [""1974 Los Angeles International Airport bombing"", 0, 0.7, 0.0, 0.205], [""International School of Los Angeles"", 0, 0.43, 0.19, 0.021], [""Filmex"", 0, 0.13, 0.097, 0.066]]",1
Burbank,637,644,False,"[[""Burbank, California"", 0.847, 0.54, 1.0, 0.077], [""The Burbank Studios"", 0.858, 0.54, 0.455, 0.078], [""Hollywood Burbank Airport"", 0.845, 0.44, 0.212, 0.279], [""Russet Burbank"", 0.914, 0.67, 0.139, 0.016], [""Burbank, Illinois"", 0.847, 0.58, 0.156, 0.14], [""Burbank Airport\u2013South station"", 0.843, 0.39, 0.212, 0.246], [""Daniel C. Burbank"", 0.992, 0.58, 0.0, -0.01], [""Burbank, Washington"", 0.857, 0.54, 0.03, 0.08], [""Stone Sour"", 0.888, 0.24, 0.468, -0.108], [""Walt Disney Studios (Burbank)"", 0, 0.39, 0.312, 0.066]]",2
John Wayne Airport,648,666,True,"[[""John Wayne Airport"", 0.719, 1.0, 0.338, 0.209], [""Chicago"", 0.784, 0.24, 1.0, 0.177], [""Detroit"", 0.784, 0.32, 0.927, 0.027], [""Seoul"", 0.784, 0.17, 0.921, 0.174], [""Republic Pictures"", 0.796, 0.23, 0.835, 0.002], [""Karachi"", 0.784, 0.16, 0.872, 0.016], [""Detroit Metropolitan Airport"", 0.719, 0.52, 0.404, 0.175], [""Harvard University"", 0, 0.28, 0.99, -0.024], [""John Wayne Airport"", 0, 1.0, 0.0, -0.05], [""South Coast Metro"", 0, 0.4, 0.159, 0.129]]",0
Orange County,670,683,True,"[[""Orange County, California"", 0.745, 0.68, 0.877, 0.12], [""Orange County SC"", 0.909, 0.9, 0.468, 0.028], [""Orange County Blue Star"", 0.909, 0.72, 0.541, 0.049], [""Orange County, New York"", 0.745, 0.72, 0.374, 0.163], [""Orange, New Jersey"", 0.835, 0.52, 0.543, 0.102], [""Ska"", 0.89, 0.12, 1.0, -0.027], [""Middletown, Orange County, New York"", 0.834, 0.54, 0.294, 0.12], [""Orange County, Florida"", 0.745, 0.74, 0.07, 0.111], [""Orange County, Indiana"", 0.745, 0.74, 0.022, 0.085], [""Orange County, Virginia"", 0.745, 0.72, 0.0, 0.062]]",0
Calif,684,689,True,"[[""California"", 0.743, 0.67, 1.0, 0.103], [""Los Angeles"", 0.838, 0.12, 0.814, 0.175], [""Oakland, California"", 0.83, 0.42, 0.434, 0.082], [""San Francisco"", 0.83, 0.22, 0.589, 0.109], [""Columbia Pictures"", 0.875, 0.27, 0.57, 0.007], [""Santa Monica, California"", 0.83, 0.34, 0.388, 0.108], [""Burbank, California"", 0.83, 0.42, 0.271, 0.077], [""San Diego"", 0.838, 0.29, 0.42, 0.039], [""Santa Barbara, California"", 0.83, 0.33, 0.293, 0.077], [""Stanford, California"", 0.838, 0.4, 0.0, 0.004]]",0
Westchester County Airport,697,723,True,"[[""Westchester County Airport"", 0.732, 1.0, 0.217, 0.219], [""California"", 0.78, 0.22, 1.0, 0.103], [""Chicago"", 0.789, 0.18, 0.862, 0.177], [""Seoul"", 0.789, 0.19, 0.794, 0.174], [""Gothenburg"", 0.789, 0.28, 0.687, 0.182], [""The Bronx"", 0.796, 0.29, 0.679, 0.105], [""Karachi"", 0.789, 0.18, 0.751, 0.016], [""Unincorporated area"", 0, 0.31, 0.976, 0.07], [""Westchester County Airport"", 0, 1.0, 0.0, -0.05], [""Westchester County Airport"", 0, 1.0, 0.0, -0.05]]",0
JFK,735,738,True,"[[""John F. Kennedy International Airport"", 0.96, 0.15, 0.727, 0.386], [""John F. Kennedy"", 0.707, 0.33, 1.0, 0.186], [""JFK Olimps"", 0.925, 0.46, 0.543, 0.104], [""AirTrain JFK"", 0.964, 0.4, 0.304, 0.276], [""JFK/UMass station"", 0.956, 0.3, 0.033, 0.164], [""Ramada Plaza JFK Hotel"", 0.951, 0.24, 0.0, 0.229], [""Assassination of John F. Kennedy"", 0, 0.17, 0.626, 0.237], [""Sutphin Boulevard\u2013Archer Avenue\u2013JFK Airport station"", 0, 0.11, 0.643, 0.23], [""Howard Beach\u2013JFK Airport station"", 0, 0.17, 0.465, 0.244], [""JFK (film)"", 0, 0.46, 0.134, 0.115]]",0
Cairo,0,5,True,"[[""Cairo"", 0.848, 1.0, 1.0, 0.472], [""Cairo University"", 0.865, 0.48, 0.456, 0.437], [""Al Ahly SC"", 0.915, 0.13, 0.778, 0.295], [""Cairo, Illinois"", 0.848, 0.5, 0.17, 0.404], [""Cairo, Georgia"", 0.848, 0.53, 0.066, 0.386], [""Al Nasr SC (Egypt)"", 0.915, 0.17, 0.283, 0.311], [""Cairo International Airport"", 0.846, 0.31, 0.035, 0.443], [""Cairo International Stadium"", 0.864, 0.31, 0.0, 0.386], [""Egypt Standard Time"", 0, 0.17, 0.584, 0.404], [""American University in Cairo"", 0, 0.3, 0.208, 0.055]]",0
Egypt,6,11,True,"[[""Egypt"", 0.826, 1.0, 1.0, 0.497], [""Egypt national football team"", 0.903, 0.3, 0.679, 0.368], [""Cairo"", 0.838, 0.0, 0.773, 0.472], [""Kingdom of Egypt"", 0.826, 0.48, 0.177, 0.444], [""Egypt Eyalet"", 0.826, 0.59, 0.0, 0.324], [""Alexandria"", 0.838, 0.0, 0.472, 0.386], [""Egypt national under-23 football team"", 0.903, 0.24, 0.142, 0.283], [""Egypt Standard Time"", 0, 0.42, 0.345, 0.404], [""Ancient Egypt"", 0, 0.56, 0.007, 0.345], [""Foreign relations of Egypt"", 0, 0.32, 0.003, 0.556]]",0
AP,12,14,False,"[[""Andhra Pradesh"", 0.898, 0.25, 1.0, 0.065], [""Hyderabad"", 0.877, 0.0, 0.747, 0.089], [""Telugu cinema"", 0.653, 0.0, 0.666, 0.065], [""Leamington F.C."", 0.697, 0.0, 0.495, -0.074], [""AP"", 0, 1.0, 0.0, 0.055], [""Santos Futebol Clube (AP)"", 0.697, 0.15, 0.124, 0.077], [""Llywelyn ap Gruffudd"", 0.878, 0.0, 0.137, 0.024], [""Associated Press"", 0, 0.22, 0.632, 0.028], [""AP Latin"", 0, 0.4, 0.014, 0.04], [""AP Environmental Science"", 0, 0.15, 0.014, 0.025]]",7
Syria,46,51,True,"[[""Syria"", 0.836, 1.0, 1.0, 0.386], [""Syria national football team"", 0.915, 0.3, 0.498, 0.349], [""Damascus"", 0.848, 0.15, 0.608, 0.37], [""Syria (region)"", 0.857, 0.53, 0.038, 0.381], [""Al-Jaish SC (Syria)"", 0.915, 0.42, 0.144, 0.297], [""Syria national under-20 football team"", 0.915, 0.24, 0.325, 0.273], [""Arab Socialist Ba'ath Party \u2013 Syria Region"", 0.863, 0.21, 0.226, 0.425], [""Syrian civil war"", 0, 0.48, 0.265, 0.43], [""Ottoman Syria"", 0, 0.56, 0.207, 0.364], [""Districts of Syria"", 0, 0.43, 0.0, 0.382]]",0
Iraq,304,308,False,"[[""Iran"", 0.836, 0.75, 1.0, 0.195], [""Iraq"", 0.836, 1.0, 0.463, 0.348], [""Iraq War"", 0.943, 0.67, 0.378, 0.32], [""Iran\u2013Iraq War"", 0.943, 0.47, 0.185, 0.275], [""Iraq national football team"", 0.915, 0.26, 0.292, 0.283], [""Baghdad"", 0.848, 0.18, 0.294, 0.383], [""Kingdom of Iraq"", 0.836, 0.42, 0.0, 0.337], [""2003 invasion of Iraq"", 0.943, 0.32, 0.043, 0.254], [""Iraq national under-23 football team"", 0.915, 0.2, 0.054, 0.259], [""Iran Standard Time"", 0, 0.27, 0.974, 0.131]]",1
Gaza Strip,467,477,True,"[[""Gaza Strip"", 0.819, 1.0, 0.684, 0.341], [""State of Palestine"", 0.819, 0.29, 1.0, 0.349], [""Gaza War (2008\u20132009)"", 0.925, 0.4, 0.478, 0.044], [""Blockade of the Gaza Strip"", 0, 0.56, 0.355, 0.328], [""Governance of the Gaza Strip"", 0, 0.53, 0.319, 0.387], [""Gaza Strip smuggling tunnels"", 0, 0.53, 0.147, 0.353], [""Israeli disengagement from Gaza"", 0, 0.2, 0.402, 0.296], [""Gaza\u2013Israel barrier"", 0, 0.48, 0.311, 0.044], [""West Bank and Gaza Strip"", 0, 0.59, 0.0, 0.044], [""Occupation of the Gaza Strip by the United Arab Republic"", 0, 0.3, 0.108, 0.044]]",0
Jerusalem,482,491,True,"[[""Jerusalem"", 0.848, 1.0, 1.0, 0.324], [""Beitar Jerusalem F.C."", 0.916, 0.6, 0.857, 0.22], [""Hapoel Jerusalem F.C."", 0.916, 0.6, 0.541, 0.249], [""Hapoel Jerusalem B.C."", 0.855, 0.6, 0.44, 0.219], [""Hapoel Katamon Jerusalem F.C."", 0.916, 0.47, 0.354, 0.196], [""Kingdom of Jerusalem"", 0.836, 0.62, 0.07, 0.127], [""Agudat Sport Nordia Jerusalem"", 0.916, 0.47, 0.082, 0.119], [""Anglican Diocese of Jerusalem"", 0.732, 0.47, 0.063, 0.184], [""Hebrew University of Jerusalem"", 0, 0.46, 0.63, 0.184], [""East Jerusalem"", 0, 0.78, 0.0, 0.341]]",0
Madeleine Albright,126,144,True,"[[""Madeleine Albright"", 0.702, 1.0, 0.727, 0.389], [""Bas-Saint-Laurent"", 1.023, 0.29, 1.0, 0.046], [""Gasp\u00e9sie\u2013\u00celes-de-la-Madeleine"", 1.023, 0.38, 0.832, 0.056], [""Condoleezza Rice"", 0.702, 0.35, 0.722, 0.346], [""Madeleine Korbel Albright Institute for Global Affairs"", 0.914, 0.5, 0.218, 0.079], [""Madeleine Albright"", 0, 1.0, 0.0, 0.079], [""Madeleine Albright"", 0, 1.0, 0.0, 0.079], [""Madeleine Korbel Albright"", 0, 0.84, 0.0, 0.079], [""Madeleine Korbel Albright"", 0, 0.84, 0.0, 0.079], [""List of international trips made by Madeleine Albright as United States Secretary of State"", 0, 0.33, 0.0, 0.392]]",0
Yale University,225,240,True,"[[""Yale University"", 0, 1.0, 1.0, 0.178], [""Yale University Press"", 0.694, 0.83, 0.373, 0.173], [""Yale Divinity School"", 0.732, 0.57, 0.294, 0.181], [""Yale University Art Gallery"", 0.804, 0.71, 0.125, 0.117], [""Yale University Library"", 0.726, 0.79, 0.0, 0.176], [""Yale School of Medicine"", 0.732, 0.37, 0.307, 0.212], [""Yale School of Art"", 0.732, 0.42, 0.263, 0.109], [""Yale Bulldogs"", 0.627, 0.43, 0.23, 0.064], [""Yale Law School"", 0, 0.33, 0.672, 0.125], [""Residential colleges of Yale University"", 0, 0.56, 0.152, 0.149]]",0
Richard Levin,279,292,False,"[[""Richard Levinson"", 0.703, 0.9, 0.434, 0.206], [""Rick Levin"", 0.701, 0.78, 0.143, 0.488], [""Richard Levine"", 0.727, 0.96, 0.0, 0.215], [""Richard Levins"", 0.727, 0.96, 0.0, 0.204], [""Sir Richard Levinge, 1st Baronet"", 0.76, 0.58, 0.0, 0.19], [""List of minor planets: 7001\u20138000"", 0, 0.18, 1.0, -0.042], [""List of minor planet discoverers"", 0, 0.22, 0.962, -0.048], [""Richard Levinge"", 0, 0.93, 0.0, 0.091], [""Sir Richard Levinge, 7th Baronet"", 0, 0.58, 0.248, 0.143], [""List of Knight's Cross of the Iron Cross recipients (Ba\u2013Bm)"", 0, 0.19, 0.736, 0.043]]",1
Soviet Union,556,568,True,"[[""Soviet Union"", 0.843, 1.0, 1.0, -0.094], [""Soviet Army"", 0.888, 0.61, 0.27, 0.019], [""Moscow"", 0.771, 0.22, 0.873, -0.096], [""Communist Party of the Soviet Union"", 0.864, 0.51, 0.363, -0.039], [""Soviet Union national football team"", 0.922, 0.51, 0.198, 0.044], [""Operation Barbarossa"", 0.94, 0.31, 0.34, 0.062], [""Eastern Front (World War II)"", 0.94, 0.2, 0.42, 0.047], [""Red Army"", 0.888, 0.2, 0.496, -0.08], [""Hero of the Soviet Union"", 0, 0.67, 0.461, 0.023], [""Dissolution of the Soviet Union"", 0, 0.56, 0.0, 0.02]]",0
Sweden,580,586,True,"[[""Sweden"", 0.836, 1.0, 1.0, 0.167], [""Stockholm"", 0.848, 0.13, 0.651, 0.201], [""Sweden national football team"", 0.916, 0.34, 0.399, 0.103], [""Sweden national under-19 football team"", 0.916, 0.27, 0.262, 0.225], [""Sweden national under-21 football team"", 0.916, 0.27, 0.238, 0.205], [""Sweden national under-17 football team"", 0.916, 0.27, 0.187, 0.234], [""Gothenburg"", 0.848, 0.25, 0.311, 0.123], [""Carl Linnaeus"", 0.976, 0.11, 0.474, -0.058], [""Sweden women's national football team"", 0.916, 0.28, 0.042, 0.123], [""Municipalities of Sweden"", 0, 0.4, 0.0, 0.139]]",0
Amsterdam,609,618,True,"[[""Amsterdam"", 0.848, 1.0, 1.0, -0.086], [""Amsterdamsche FC"", 0.916, 0.72, 0.429, -0.003], [""AFC Ajax"", 0.916, 0.24, 0.878, -0.04], [""University of Amsterdam"", 0.865, 0.56, 0.498, -0.009], [""FC Amsterdam"", 0.916, 0.86, 0.0, -0.027], [""Blauw-Wit Amsterdam"", 0.916, 0.64, 0.203, -0.014], [""Amsterdam Airport Schiphol"", 0.846, 0.51, 0.099, 0.023], [""AFC DWS"", 0.916, 0.12, 0.346, 0.06], [""Amsterdam Admirals"", 0, 0.67, 0.379, -0.039], [""Vrije Universiteit Amsterdam"", 0, 0.49, 0.208, -0.033]]",0
Copenhagen,619,629,True,"[[""Copenhagen"", 0.848, 1.0, 1.0, 0.053], [""F.C. Copenhagen"", 0.915, 0.8, 0.627, 0.006], [""University of Copenhagen"", 0.865, 0.59, 0.449, 0.057], [""Boldklubben Frem"", 0.915, 0.31, 0.511, 0.092], [""Boldklubben af 1893"", 0.915, 0.28, 0.457, 0.13], [""Akademisk Boldklub"", 0.915, 0.14, 0.555, 0.097], [""Copenhagen Airport"", 0.846, 0.71, 0.037, 0.066], [""Battle of Copenhagen (1807)"", 0.945, 0.54, 0.0, 0.064], [""F.C. Copenhagen Reserves and Youth Team"", 0.915, 0.41, 0.167, -0.008], [""List of Copenhagen Metro stations"", 0, 0.47, 0.032, 0.051]]",0
Stockholm,634,643,True,"[[""Stockholm"", 0.848, 1.0, 1.0, 0.201], [""Stockholm County"", 0.748, 0.72, 0.544, 0.223], [""Stockholm University"", 0.865, 0.62, 0.362, 0.159], [""Stockholm Municipality"", 0.848, 0.58, 0.188, 0.219], [""Djurg\u00e5rdens IF Hockey"", 0.855, 0.2, 0.513, 0.153], [""Stockholm Arlanda Airport"", 0.846, 0.53, 0.123, 0.158], [""Stockholm School of Economics"", 0.865, 0.47, 0.206, 0.078], [""Storstockholms Lokaltrafik"", 0, 0.51, 0.461, 0.146], [""Stockholm syndrome"", 0, 0.67, 0.0, 0.388], [""List of Stockholm metro stations"", 0, 0.44, 0.329, 0.09]]",0
Abdulbasit al-Maqrahi,576,597,False,"[[""Iran"", 0.968, 0.16, 0.961, -0.016], [""United Arab Emirates"", 0.968, 0.34, 0.493, 0.133], [""Syria"", 0.968, 0.15, 0.597, 0.074], [""Morocco"", 0.968, 0.14, 0.564, 0.086], [""Lebanon"", 0.968, 0.14, 0.526, 0.088], [""Yemen"", 0.968, 0.0, 0.502, 0.093], [""Abdelbaset al-Megrahi"", 0, 0.76, 0.0, 0.67], [""Village"", 0, 0.21, 0.965, 0.001], [""Insect"", 0, 0.15, 1.0, -0.092], [""Islam"", 0, 0.23, 0.596, 0.012]]",6
Malta,635,640,True,"[[""Malta"", 0.836, 1.0, 1.0, 0.052], [""Malta national football team"", 0.915, 0.3, 0.578, 0.088], [""Labour Party (Malta)"", 0.863, 0.4, 0.225, 0.006], [""Piet\u00e0, Malta"", 0.857, 0.59, 0.0, 0.041], [""University of Malta"", 0.865, 0.42, 0.121, 0.055], [""Crown Colony of Malta"", 0.836, 0.38, 0.129, -0.007], [""Sovereign Military Order of Malta"", 0.836, 0.26, 0.136, 0.079], [""Districts of Malta"", 0, 0.43, 0.179, 0.005], [""Local councils of Malta"", 0, 0.36, 0.179, -0.013], [""Malta\u2013United Kingdom relations"", 0, 0.29, 0.041, 0.076]]",0
New York,595,603,False,"[[""New York City"", 0.84, 0.76, 0.975, 0.053], [""New York (state)"", 0.745, 0.67, 1.0, 0.101], [""New York Jets"", 0.875, 0.76, 0.263, 0.066], [""New York Giants"", 0.875, 0.7, 0.308, 0.073], [""Buffalo, New York"", 0.84, 0.64, 0.24, 0.232], [""New York Rangers"", 0.849, 0.67, 0.187, 0.131], [""Rochester, New York"", 0.84, 0.59, 0.128, 0.186], [""Syracuse, New York"", 0.84, 0.62, 0.053, 0.158], [""New York"", 0, 1.0, 0.0, 0.068], [""New York University"", 0, 0.59, 0.273, 0.013]]",1
Pennsylvania,608,620,True,"[[""Pennsylvania"", 0.748, 1.0, 1.0, 0.053], [""Philadelphia"", 0.848, 0.42, 0.713, 0.041], [""Harrisburg, Pennsylvania"", 0.857, 0.67, 0.103, 0.029], [""Scranton, Pennsylvania"", 0.848, 0.71, 0.024, 0.062], [""Lancaster, Pennsylvania"", 0.848, 0.69, 0.0, -0.049], [""Allegheny County, Pennsylvania"", 0.748, 0.57, 0.044, 0.006], [""Township (Pennsylvania)"", 0, 0.69, 0.346, 0.154], [""University of Pennsylvania"", 0, 0.63, 0.406, -0.016], [""Borough (Pennsylvania)"", 0, 0.71, 0.109, 0.084], [""Pennsylvania State University"", 0, 0.59, 0.109, 0.133]]",0
Detroit,587,594,True,"[[""Detroit"", 0.828, 1.0, 1.0, -0.021], [""Detroit Lions"", 0.837, 0.7, 0.89, 0.092], [""Detroit Tigers"", 0.829, 0.67, 0.704, 0.075], [""Detroit Red Wings"", 0.814, 0.58, 0.755, 0.015], [""Detroit Pistons"", 0.814, 0.64, 0.621, -0.03], [""Detroit Express"", 0.871, 0.64, 0.21, 0.026], [""Detroit City FC"", 0.871, 0.64, 0.09, 0.064], [""Metro Detroit"", 0.838, 0.7, 0.145, -0.019], [""Detroit Shock"", 0.814, 0.7, 0.155, -0.044], [""Detroit Diesel"", 0.824, 0.67, 0.0, -0.006]]",0
Washington,57,67,True,"[[""Washington, D.C."", 0.845, 0.77, 1.0, 0.076], [""Washington (state)"", 0.746, 0.71, 0.786, 0.06], [""Washington Capitals"", 0.852, 0.69, 0.418, -0.056], [""Tacoma, Washington"", 0.845, 0.71, 0.346, -0.014], [""Spokane, Washington"", 0.845, 0.69, 0.338, -0.105], [""Seattle"", 0.845, 0.24, 0.647, -0.019], [""University of Washington"", 0, 0.59, 0.47, -0.061], [""George Washington University"", 0, 0.53, 0.411, 0.054], [""Washington"", 0, 1.0, 0.0, -0.008], [""Washington University in St. Louis"", 0, 0.45, 0.224, 0.08]]",0
Baltimore,393,402,True,"[[""Baltimore"", 0.846, 1.0, 1.0, 0.05], [""Baltimore Ravens"", 0.879, 0.72, 0.803, -0.03], [""Baltimore Orioles"", 0.87, 0.69, 0.602, 0.097], [""Baltimore Blast"", 0.913, 0.75, 0.308, 0.028], [""Baltimore County, Maryland"", 0.747, 0.51, 0.183, 0.059], [""Baltimore Colts"", 0, 0.75, 0.271, -0.011], [""Baltimore Brigade"", 0, 0.69, 0.0, -0.0], [""List of streets in Baltimore"", 0, 0.49, 0.148, -0.011], [""Baltimore Blast (1980\u20131992)"", 0, 0.5, 0.07, -0.011], [""List of Baltimore neighborhoods"", 0, 0.45, 0.011, -0.083]]",0
Johns Hopkins University,405,429,False,"[[""Johns Hopkins University Press"", 0.676, 0.89, 0.559, 0.069], [""Johns Hopkins University"", 0, 1.0, 1.0, 0.041], [""Johns Hopkins Hospital"", 0.797, 0.74, 0.291, 0.051], [""Johns Hopkins School of Medicine"", 0.713, 0.57, 0.523, 0.053], [""The Johns Hopkins University SAIS Europe"", 0.713, 0.75, 0.0, -0.072], [""Paul H. Nitze School of Advanced International Studies"", 0.713, 0.26, 0.463, -0.059], [""Johns Hopkins Bloomberg School of Public Health"", 0, 0.51, 0.416, 0.099], [""Johns Hopkins Biomedical Engineering"", 0, 0.63, 0.228, 0.014], [""Homewood Campus of Johns Hopkins University"", 0, 0.72, 0.101, 0.037], [""Applied Physics Laboratory"", 0, 0.32, 0.349, 0.063]]",1
Lawrence Tribe,544,558,False,"[[""English language"", 0.865, 0.2, 1.0, -0.032], [""San Lorenzo de Almagro"", 0.914, 0.39, 0.651, -0.081], [""Lower Canada"", 0.931, 0.31, 0.553, -0.018], [""Mordella"", 0.918, 0.18, 0.592, 0.042], [""Laurence Tribe"", 0, 0.93, 0.112, 0.308], [""Quebec"", 0, 0.3, 0.912, -0.08], [""Robert Tripe"", 0.7, 0.46, 0.0, -0.038], [""Astereae"", 0, 0.27, 0.622, -0.035], [""Epidendreae"", 0, 0.32, 0.548, -0.013], [""Heliantheae"", 0, 0.32, 0.523, -0.022]]",4
Gore,611,615,False,"[[""Montenegro"", 0.968, 0.29, 1.0, -0.174], [""Al Gore"", 0.703, 0.73, 0.39, 0.254], [""Gore Vidal"", 0.708, 0.57, 0.332, 0.192], [""Martin Gore"", 0.812, 0.53, 0.3, 0.098], [""Gore, New Zealand"", 0.957, 0.38, 0.196, 0.185], [""Tipper Gore"", 0.703, 0.53, 0.015, 0.272], [""Michael Gore"", 0.812, 0.5, 0.0, 0.181], [""Lesley Gore"", 0.708, 0.53, 0.16, -0.035], [""Albert Gore Sr."", 0.703, 0.42, 0.029, 0.205], [""Thomas Gore Browne"", 0.703, 0.36, 0.055, 0.123]]",1
Congress,533,541,False,"[[""Congress Poland"", 0.88, 0.7, 0.483, -0.004], [""Nepali Congress"", 0.711, 0.7, 0.464, -0.092], [""African National Congress"", 0.711, 0.48, 0.459, 0.11], [""All Progressives Congress"", 0.711, 0.48, 0.285, 0.186], [""Trades Union Congress"", 0.714, 0.55, 0.337, -0.022], [""Indian National Congress"", 0, 0.5, 1.0, -0.099], [""United States Congress"", 0.694, 0.53, 0.0, 0.108], [""Continental Congress"", 0, 0.57, 0.202, 0.035], [""YSR Congress Party"", 0, 0.62, 0.161, -0.015], [""Nationalist Congress Party"", 0, 0.47, 0.23, -0.002]]",6
